dt,hour,hostid,mod,avg_value,max_value,min_value,sample_cnt
2026-07-04,9,host004,load1,16.28,16.28,16.28,1
2026-07-04,9,host004,load15,8.20,8.20,8.20,1
2026-07-04,9,host004,load5,16.16,16.16,16.16,1
2026-07-04,9,host004,mem_buff,65260.00,65260.00,65260.00,1
2026-07-04,9,host004,mem_cache,71941.00,71941.00,71941.00,1
2026-07-04,9,host004,mem_free,99453.00,99453.00,99453.00,1
2026-07-04,9,host004,mem_swap,68798.00,68798.00,68798.00,1
2026-07-04,9,host004,mem_used,88780.00,88780.00,88780.00,1
2026-07-04,9,host004,net_in,311.04,311.04,311.04,1
2026-07-04,9,host004,net_out,469.14,469.14,469.14,1
2026-07-04,9,host004,net_pktin,73817.00,73817.00,73817.00,1
2026-07-04,9,host004,net_pktout,70668.00,70668.00,70668.00,1
2026-07-04,9,host004,proc_block,233.00,233.00,233.00,1
2026-07-04,9,host004,proc_run,110.00,110.00,110.00,1
2026-07-04,9,host004,proc_total,178.00,178.00,178.00,1
2026-07-04,9,host005,cpu_idle,21.08,21.08,21.08,1
2026-07-04,9,host005,cpu_sys,38.52,38.52,38.52,1
2026-07-04,9,host005,cpu_usage,24.81,24.81,24.81,1
2026-07-04,9,host005,cpu_user,15.37,15.37,15.37,1
2026-07-04,9,host005,cpu_wait,4.03,4.03,4.03,1
2026-07-04,9,host005,load1,28.02,28.02,28.02,1
2026-07-04,9,host005,load15,6.88,6.88,6.88,1
2026-07-04,9,host005,load5,14.62,14.62,14.62,1
2026-07-04,9,host005,mem_buff,6995.00,6995.00,6995.00,1
2026-07-04,9,host005,mem_cache,89885.00,89885.00,89885.00,1
2026-07-04,9,host005,mem_free,18668.00,18668.00,18668.00,1
2026-07-04,9,host005,mem_swap,21206.00,21206.00,21206.00,1
2026-07-04,9,host005,mem_used,102590.00,102590.00,102590.00,1
2026-07-04,9,host005,net_in,156.97,156.97,156.97,1
2026-07-04,9,host005,net_out,15.51,15.51,15.51,1
2026-07-04,9,host005,net_pktin,73881.00,73881.00,73881.00,1
2026-07-04,9,host005,net_pktout,62486.00,62486.00,62486.00,1
2026-07-04,9,host005,proc_block,422.00,422.00,422.00,1
2026-07-04,9,host005,proc_run,397.00,397.00,397.00,1
2026-07-04,9,host005,proc_total,221.00,221.00,221.00,1
2026-07-04,9,host006,cpu_idle,81.11,81.11,81.11,1
2026-07-04,9,host006,cpu_sys,35.23,35.23,35.23,1
2026-07-04,9,host006,cpu_usage,79.15,79.15,79.15,1
2026-07-04,9,host006,cpu_user,4.83,4.83,4.83,1
2026-07-04,9,host006,cpu_wait,19.73,19.73,19.73,1
2026-07-04,9,host006,load1,25.07,25.07,25.07,1
2026-07-04,9,host006,load15,7.20,7.20,7.20,1
2026-07-04,9,host006,load5,28.12,28.12,28.12,1
2026-07-04,9,host006,mem_buff,56347.00,56347.00,56347.00,1
2026-07-04,9,host006,mem_cache,1576.00,1576.00,1576.00,1
2026-07-04,9,host006,mem_free,10001.00,10001.00,10001.00,1
2026-07-04,9,host006,mem_swap,72673.00,72673.00,72673.00,1
2026-07-04,9,host006,mem_used,103438.00,103438.00,103438.00,1
2026-07-04,9,host006,net_in,399.04,399.04,399.04,1
2026-07-04,9,host006,net_out,774.94,774.94,774.94,1
2026-07-04,9,host006,net_pktin,38819.00,38819.00,38819.00,1
2026-07-04,9,host006,net_pktout,77711.00,77711.00,77711.00,1
2026-07-04,9,host006,proc_block,217.00,217.00,217.00,1
2026-07-04,9,host006,proc_run,297.00,297.00,297.00,1
2026-07-04,9,host006,proc_total,218.00,218.00,218.00,1
2026-07-04,9,host007,cpu_idle,89.53,89.53,89.53,1
2026-07-04,9,host007,cpu_sys,44.12,44.12,44.12,1
2026-07-04,9,host007,cpu_usage,66.09,66.09,66.09,1
2026-07-04,9,host007,cpu_user,24.02,24.02,24.02,1
2026-07-04,9,host007,cpu_wait,30.28,30.28,30.28,1
2026-07-04,9,host007,load1,1.13,1.13,1.13,1
2026-07-04,9,host007,load15,4.35,4.35,4.35,1
2026-07-04,9,host007,load5,3.32,3.32,3.32,1
2026-07-04,9,host007,mem_buff,39602.00,39602.00,39602.00,1
2026-07-04,9,host007,mem_cache,96388.00,96388.00,96388.00,1
2026-07-04,9,host007,mem_free,125241.00,125241.00,125241.00,1
2026-07-04,9,host007,mem_swap,19519.00,19519.00,19519.00,1
2026-07-04,9,host007,mem_used,96337.00,96337.00,96337.00,1
2026-07-04,9,host007,net_in,961.82,961.82,961.82,1
2026-07-04,9,host007,net_out,641.83,641.83,641.83,1
2026-07-04,9,host007,net_pktin,23285.00,23285.00,23285.00,1
2026-07-04,9,host007,net_pktout,12916.00,12916.00,12916.00,1
2026-07-04,9,host007,proc_block,136.00,136.00,136.00,1
2026-07-04,9,host007,proc_run,456.00,456.00,456.00,1
2026-07-04,9,host007,proc_total,277.00,277.00,277.00,1
2026-07-04,9,host008,cpu_idle,45.87,45.87,45.87,1
2026-07-04,9,host008,cpu_sys,42.84,42.84,42.84,1
2026-07-04,9,host008,cpu_usage,58.40,58.40,58.40,1
2026-07-04,9,host008,cpu_user,0.73,0.73,0.73,1
2026-07-04,9,host008,cpu_wait,27.74,27.74,27.74,1
2026-07-04,9,host008,load1,15.71,15.71,15.71,1
2026-07-04,9,host008,load15,4.96,4.96,4.96,1
2026-07-04,9,host008,load5,2.28,2.28,2.28,1
2026-07-04,9,host008,mem_buff,25980.00,25980.00,25980.00,1
2026-07-04,9,host008,mem_cache,90318.00,90318.00,90318.00,1
2026-07-04,9,host008,mem_free,50570.00,50570.00,50570.00,1
2026-07-04,9,host008,mem_swap,25592.00,25592.00,25592.00,1
2026-07-04,9,host008,mem_used,18750.00,18750.00,18750.00,1
2026-07-04,9,host008,net_in,695.09,695.09,695.09,1
2026-07-04,9,host008,net_out,473.60,473.60,473.60,1
2026-07-04,9,host008,net_pktin,4517.00,4517.00,4517.00,1
2026-07-04,9,host008,net_pktout,24551.00,24551.00,24551.00,1
2026-07-04,9,host008,proc_block,94.00,94.00,94.00,1
2026-07-04,9,host008,proc_run,156.00,156.00,156.00,1
2026-07-04,9,host008,proc_total,56.00,56.00,56.00,1
2026-07-04,9,host009,cpu_idle,77.96,77.96,77.96,1
2026-07-04,9,host009,cpu_sys,20.96,20.96,20.96,1
2026-07-04,9,host009,cpu_usage,69.89,69.89,69.89,1
2026-07-04,9,host009,cpu_user,9.60,9.60,9.60,1
2026-07-04,9,host009,cpu_wait,39.85,39.85,39.85,1
2026-07-04,9,host009,load1,0.91,0.91,0.91,1
2026-07-04,9,host009,load15,27.74,27.74,27.74,1
2026-07-04,9,host009,load5,28.63,28.63,28.63,1
2026-07-04,9,host009,mem_buff,64892.00,64892.00,64892.00,1
2026-07-04,9,host009,mem_cache,89163.00,89163.00,89163.00,1
2026-07-04,9,host009,mem_free,31146.00,31146.00,31146.00,1
2026-07-04,9,host009,mem_swap,25047.00,25047.00,25047.00,1
2026-07-04,9,host009,mem_used,39114.00,39114.00,39114.00,1
2026-07-04,9,host009,net_in,797.56,797.56,797.56,1
2026-07-04,9,host009,net_out,183.68,183.68,183.68,1
2026-07-04,9,host009,net_pktin,65542.00,65542.00,65542.00,1
2026-07-04,9,host009,net_pktout,33310.00,33310.00,33310.00,1
2026-07-04,9,host009,proc_block,453.00,453.00,453.00,1
2026-07-04,9,host009,proc_run,181.00,181.00,181.00,1
2026-07-04,9,host009,proc_total,356.00,356.00,356.00,1
2026-07-04,9,host010,cpu_idle,64.75,64.75,64.75,1
2026-07-04,9,host010,cpu_sys,5.27,5.27,5.27,1
2026-07-04,9,host010,cpu_usage,29.83,29.83,29.83,1
2026-07-04,9,host010,cpu_user,44.14,44.14,44.14,1
2026-07-04,9,host010,cpu_wait,34.83,34.83,34.83,1
2026-07-04,9,host010,load1,21.92,21.92,21.92,1
2026-07-04,9,host010,load15,24.14,24.14,24.14,1
2026-07-04,9,host010,load5,19.63,19.63,19.63,1
2026-07-04,9,host010,mem_buff,113304.00,113304.00,113304.00,1
2026-07-04,9,host010,mem_cache,15431.00,15431.00,15431.00,1
2026-07-04,9,host010,mem_free,53152.00,53152.00,53152.00,1
2026-07-04,9,host010,mem_swap,44826.00,44826.00,44826.00,1
2026-07-04,9,host010,mem_used,11389.00,11389.00,11389.00,1
2026-07-04,9,host010,net_in,382.40,382.40,382.40,1
2026-07-04,9,host010,net_out,390.70,390.70,390.70,1
2026-07-04,9,host010,net_pktin,93992.00,93992.00,93992.00,1
2026-07-04,9,host010,net_pktout,72557.00,72557.00,72557.00,1
2026-07-04,9,host010,proc_block,137.00,137.00,137.00,1
2026-07-04,9,host010,proc_run,108.00,108.00,108.00,1
2026-07-04,9,host010,proc_total,37.00,37.00,37.00,1
2026-07-04,9,host011,cpu_idle,48.99,48.99,48.99,1
2026-07-04,9,host011,cpu_sys,0.16,0.16,0.16,1
2026-07-04,9,host011,cpu_usage,45.15,45.15,45.15,1
2026-07-04,9,host011,cpu_user,1.47,1.47,1.47,1
2026-07-04,9,host011,cpu_wait,33.16,33.16,33.16,1
2026-07-04,9,host011,load1,31.06,31.06,31.06,1
2026-07-04,9,host011,load15,25.90,25.90,25.90,1
2026-07-04,9,host011,load5,29.04,29.04,29.04,1
2026-07-04,9,host011,mem_buff,44004.00,44004.00,44004.00,1
2026-07-04,9,host011,mem_cache,35222.00,35222.00,35222.00,1
2026-07-04,9,host011,mem_free,126669.00,126669.00,126669.00,1
2026-07-04,9,host011,mem_swap,67957.00,67957.00,67957.00,1
2026-07-04,9,host011,mem_used,45077.00,45077.00,45077.00,1
2026-07-04,9,host011,net_in,737.97,737.97,737.97,1
2026-07-04,9,host011,net_out,506.31,506.31,506.31,1
2026-07-04,9,host011,net_pktin,73214.00,73214.00,73214.00,1
2026-07-04,9,host011,net_pktout,97785.00,97785.00,97785.00,1
2026-07-04,9,host011,proc_block,72.00,72.00,72.00,1
2026-07-04,9,host011,proc_run,45.00,45.00,45.00,1
2026-07-04,9,host011,proc_total,101.00,101.00,101.00,1
2026-07-04,9,host012,cpu_idle,86.58,86.58,86.58,1
2026-07-04,9,host012,cpu_sys,49.81,49.81,49.81,1
2026-07-04,9,host012,cpu_usage,41.63,41.63,41.63,1
2026-07-04,9,host012,cpu_user,49.25,49.25,49.25,1
2026-07-04,9,host012,cpu_wait,10.00,10.00,10.00,1
2026-07-04,9,host012,load1,19.23,19.23,19.23,1
2026-07-04,9,host012,load15,9.18,9.18,9.18,1
2026-07-04,9,host012,load5,9.58,9.58,9.58,1
2026-07-04,9,host012,mem_buff,23725.00,23725.00,23725.00,1
2026-07-04,9,host012,mem_cache,127335.00,127335.00,127335.00,1
2026-07-04,9,host012,mem_free,106271.00,106271.00,106271.00,1
2026-07-04,9,host012,mem_swap,52831.00,52831.00,52831.00,1
2026-07-04,9,host012,mem_used,25678.00,25678.00,25678.00,1
2026-07-04,9,host012,net_in,658.82,658.82,658.82,1
2026-07-04,9,host012,net_out,839.43,839.43,839.43,1
2026-07-04,9,host012,net_pktin,68216.00,68216.00,68216.00,1
2026-07-04,9,host012,net_pktout,12670.00,12670.00,12670.00,1
2026-07-04,9,host012,proc_block,492.00,492.00,492.00,1
2026-07-04,9,host012,proc_run,292.00,292.00,292.00,1
2026-07-04,9,host012,proc_total,30.00,30.00,30.00,1
2026-07-04,9,host013,cpu_idle,62.21,62.21,62.21,1
2026-07-04,9,host013,cpu_sys,35.90,35.90,35.90,1
2026-07-04,9,host013,cpu_usage,49.31,49.31,49.31,1
2026-07-04,9,host013,cpu_user,11.68,11.68,11.68,1
2026-07-04,9,host013,cpu_wait,28.17,28.17,28.17,1
2026-07-04,9,host013,load1,3.77,3.77,3.77,1
2026-07-04,9,host013,load15,29.11,29.11,29.11,1
2026-07-04,9,host013,load5,2.18,2.18,2.18,1
2026-07-04,9,host013,mem_buff,88241.00,88241.00,88241.00,1
2026-07-04,9,host013,mem_cache,76803.00,76803.00,76803.00,1
2026-07-04,9,host013,mem_free,95937.00,95937.00,95937.00,1
2026-07-04,9,host013,mem_swap,29063.00,29063.00,29063.00,1
2026-07-04,9,host013,mem_used,117343.00,117343.00,117343.00,1
2026-07-04,9,host013,net_in,419.82,419.82,419.82,1
2026-07-04,9,host013,net_out,420.63,420.63,420.63,1
2026-07-04,9,host013,net_pktin,34859.00,34859.00,34859.00,1
2026-07-04,9,host013,net_pktout,20810.00,20810.00,20810.00,1
2026-07-04,9,host013,proc_block,362.00,362.00,362.00,1
2026-07-04,9,host013,proc_run,68.00,68.00,68.00,1
2026-07-04,9,host013,proc_total,412.00,412.00,412.00,1
2026-07-04,9,host014,cpu_idle,30.63,30.63,30.63,1
2026-07-04,9,host014,cpu_sys,22.85,22.85,22.85,1
2026-07-04,9,host014,cpu_usage,70.03,70.03,70.03,1
2026-07-04,9,host014,cpu_user,44.52,44.52,44.52,1
2026-07-04,9,host014,cpu_wait,3.79,3.79,3.79,1
2026-07-04,9,host014,load1,28.29,28.29,28.29,1
2026-07-04,9,host014,load15,9.90,9.90,9.90,1
2026-07-04,9,host014,load5,3.36,3.36,3.36,1
2026-07-04,9,host014,mem_buff,60066.00,60066.00,60066.00,1
2026-07-04,9,host014,mem_cache,108176.00,108176.00,108176.00,1
2026-07-04,9,host014,mem_free,29879.00,29879.00,29879.00,1
2026-07-04,9,host014,mem_swap,122498.00,122498.00,122498.00,1
2026-07-04,9,host014,mem_used,100605.00,100605.00,100605.00,1
2026-07-04,9,host014,net_in,704.08,704.08,704.08,1
2026-07-04,9,host014,net_out,961.16,961.16,961.16,1
2026-07-04,9,host014,net_pktin,75938.00,75938.00,75938.00,1
2026-07-04,9,host014,net_pktout,2117.00,2117.00,2117.00,1
2026-07-04,9,host014,proc_block,159.00,159.00,159.00,1
2026-07-04,9,host014,proc_run,200.00,200.00,200.00,1
2026-07-04,9,host014,proc_total,149.00,149.00,149.00,1
2026-07-04,9,host015,cpu_idle,67.04,67.04,67.04,1
2026-07-04,9,host015,cpu_sys,35.99,35.99,35.99,1
2026-07-04,9,host015,cpu_usage,47.82,47.82,47.82,1
2026-07-04,9,host015,cpu_user,5.41,5.41,5.41,1
2026-07-04,9,host015,cpu_wait,15.23,15.23,15.23,1
2026-07-04,9,host015,load1,1.78,1.78,1.78,1
2026-07-04,9,host015,load15,11.39,11.39,11.39,1
2026-07-04,9,host015,load5,23.31,23.31,23.31,1
2026-07-04,9,host015,mem_buff,6464.00,6464.00,6464.00,1
2026-07-04,9,host015,mem_cache,35718.00,35718.00,35718.00,1
2026-07-04,9,host015,mem_free,15129.00,15129.00,15129.00,1
2026-07-04,9,host015,mem_swap,57565.00,57565.00,57565.00,1
2026-07-04,9,host015,mem_used,26928.00,26928.00,26928.00,1
2026-07-04,9,host015,net_in,922.58,922.58,922.58,1
2026-07-04,9,host015,net_out,371.69,371.69,371.69,1
2026-07-04,9,host015,net_pktin,65318.00,65318.00,65318.00,1
2026-07-04,9,host015,net_pktout,40774.00,40774.00,40774.00,1
2026-07-04,9,host015,proc_block,164.00,164.00,164.00,1
2026-07-04,9,host015,proc_run,128.00,128.00,128.00,1
2026-07-04,9,host015,proc_total,143.00,143.00,143.00,1
2026-07-04,9,host016,cpu_idle,41.90,41.90,41.90,1
2026-07-04,9,host016,cpu_sys,30.11,30.11,30.11,1
2026-07-04,9,host016,cpu_usage,7.32,7.32,7.32,1
2026-07-04,9,host016,cpu_user,48.13,48.13,48.13,1
2026-07-04,9,host016,cpu_wait,40.56,40.56,40.56,1
2026-07-04,9,host016,load1,2.30,2.30,2.30,1
2026-07-04,9,host016,load15,15.20,15.20,15.20,1
2026-07-04,9,host016,load5,31.36,31.36,31.36,1
2026-07-04,9,host016,mem_buff,73646.00,73646.00,73646.00,1
2026-07-04,9,host016,mem_cache,52606.00,52606.00,52606.00,1
2026-07-04,9,host016,mem_free,34682.00,34682.00,34682.00,1
2026-07-04,9,host016,mem_swap,80280.00,80280.00,80280.00,1
2026-07-04,9,host016,mem_used,83439.00,83439.00,83439.00,1
2026-07-04,9,host016,net_in,925.11,925.11,925.11,1
2026-07-04,9,host016,net_out,248.15,248.15,248.15,1
2026-07-04,9,host016,net_pktin,93109.00,93109.00,93109.00,1
2026-07-04,9,host016,net_pktout,34682.00,34682.00,34682.00,1
2026-07-04,9,host016,proc_block,267.00,267.00,267.00,1
2026-07-04,9,host016,proc_run,226.00,226.00,226.00,1
2026-07-04,9,host016,proc_total,240.00,240.00,240.00,1
2026-07-04,9,host017,cpu_idle,32.94,32.94,32.94,1
2026-07-04,9,host017,cpu_sys,41.59,41.59,41.59,1
2026-07-04,9,host017,cpu_usage,74.91,74.91,74.91,1
2026-07-04,9,host017,cpu_user,0.52,0.52,0.52,1
2026-07-04,9,host017,cpu_wait,28.20,28.20,28.20,1
2026-07-04,9,host017,load1,30.34,30.34,30.34,1
2026-07-04,9,host017,load15,11.30,11.30,11.30,1
2026-07-04,9,host017,load5,17.72,17.72,17.72,1
2026-07-04,9,host017,mem_buff,38954.00,38954.00,38954.00,1
2026-07-04,9,host017,mem_cache,54663.00,54663.00,54663.00,1
2026-07-04,9,host017,mem_free,26600.00,26600.00,26600.00,1
2026-07-04,9,host017,mem_swap,53269.00,53269.00,53269.00,1
2026-07-04,9,host017,mem_used,89154.00,89154.00,89154.00,1
2026-07-04,9,host017,net_in,167.99,167.99,167.99,1
2026-07-04,9,host017,net_out,450.69,450.69,450.69,1
2026-07-04,9,host017,net_pktin,48052.00,48052.00,48052.00,1
2026-07-04,9,host017,net_pktout,94313.00,94313.00,94313.00,1
2026-07-04,9,host017,proc_block,189.00,189.00,189.00,1
2026-07-04,9,host017,proc_run,406.00,406.00,406.00,1
2026-07-04,9,host017,proc_total,366.00,366.00,366.00,1
2026-07-04,9,host018,cpu_idle,31.85,31.85,31.85,1
2026-07-04,9,host018,cpu_sys,4.33,4.33,4.33,1
2026-07-04,9,host018,cpu_usage,32.39,32.39,32.39,1
2026-07-04,9,host018,cpu_user,19.55,19.55,19.55,1
2026-07-04,9,host018,cpu_wait,4.37,4.37,4.37,1
2026-07-04,9,host018,load1,0.48,0.48,0.48,1
2026-07-04,9,host018,load15,24.67,24.67,24.67,1
2026-07-04,9,host018,load5,15.02,15.02,15.02,1
2026-07-04,9,host018,mem_buff,94135.00,94135.00,94135.00,1
2026-07-04,9,host018,mem_cache,101472.00,101472.00,101472.00,1
2026-07-04,9,host018,mem_free,93221.00,93221.00,93221.00,1
2026-07-04,9,host018,mem_swap,73060.00,73060.00,73060.00,1
2026-07-04,9,host018,mem_used,111007.00,111007.00,111007.00,1
2026-07-04,9,host018,net_in,732.78,732.78,732.78,1
2026-07-04,9,host018,net_out,181.92,181.92,181.92,1
2026-07-04,9,host018,net_pktin,64106.00,64106.00,64106.00,1
2026-07-04,9,host018,net_pktout,5061.00,5061.00,5061.00,1
2026-07-04,9,host018,proc_block,99.00,99.00,99.00,1
2026-07-04,9,host018,proc_run,34.00,34.00,34.00,1
2026-07-04,9,host018,proc_total,377.00,377.00,377.00,1
2026-07-04,9,host019,cpu_idle,94.18,94.18,94.18,1
2026-07-04,9,host019,cpu_sys,3.77,3.77,3.77,1
2026-07-04,9,host019,cpu_usage,33.65,33.65,33.65,1
2026-07-04,9,host019,cpu_user,45.44,45.44,45.44,1
2026-07-04,9,host019,cpu_wait,33.81,33.81,33.81,1
2026-07-04,9,host019,load1,10.84,10.84,10.84,1
2026-07-04,9,host019,load15,6.42,6.42,6.42,1
2026-07-04,9,host019,load5,29.00,29.00,29.00,1
2026-07-04,9,host019,mem_buff,92131.00,92131.00,92131.00,1
2026-07-04,9,host019,mem_cache,63004.00,63004.00,63004.00,1
2026-07-04,9,host019,mem_free,118510.00,118510.00,118510.00,1
2026-07-04,9,host019,mem_swap,57067.00,57067.00,57067.00,1
2026-07-04,9,host019,mem_used,41357.00,41357.00,41357.00,1
2026-07-04,9,host019,net_in,408.10,408.10,408.10,1
2026-07-04,9,host019,net_out,316.12,316.12,316.12,1
2026-07-04,9,host019,net_pktin,77313.00,77313.00,77313.00,1
2026-07-04,9,host019,net_pktout,1020.00,1020.00,1020.00,1
2026-07-04,9,host019,proc_block,304.00,304.00,304.00,1
2026-07-04,9,host019,proc_run,388.00,388.00,388.00,1
2026-07-04,9,host019,proc_total,333.00,333.00,333.00,1
2026-07-04,9,host020,cpu_idle,25.44,25.44,25.44,1
2026-07-04,9,host020,cpu_sys,42.60,42.60,42.60,1
2026-07-04,9,host020,cpu_usage,73.74,73.74,73.74,1
2026-07-04,9,host020,cpu_user,37.78,37.78,37.78,1
2026-07-04,9,host020,cpu_wait,40.73,40.73,40.73,1
2026-07-04,9,host020,load1,17.70,17.70,17.70,1
2026-07-04,9,host020,load15,13.96,13.96,13.96,1
2026-07-04,9,host020,load5,0.39,0.39,0.39,1
2026-07-04,9,host020,mem_buff,119912.00,119912.00,119912.00,1
2026-07-04,9,host020,mem_cache,63253.00,63253.00,63253.00,1
2026-07-04,9,host020,mem_free,54177.00,54177.00,54177.00,1
2026-07-04,9,host020,mem_swap,26979.00,26979.00,26979.00,1
2026-07-04,9,host020,mem_used,49671.00,49671.00,49671.00,1
2026-07-04,9,host020,net_in,952.98,952.98,952.98,1
2026-07-04,9,host020,net_out,937.43,937.43,937.43,1
2026-07-04,9,host020,net_pktin,89578.00,89578.00,89578.00,1
2026-07-04,9,host020,net_pktout,56246.00,56246.00,56246.00,1
2026-07-04,9,host020,proc_block,488.00,488.00,488.00,1
2026-07-04,9,host020,proc_run,4.00,4.00,4.00,1
2026-07-04,9,host020,proc_total,195.00,195.00,195.00,1
2026-07-04,10,host001,cpu_idle,56.88,56.88,56.88,1
2026-07-04,10,host001,cpu_sys,34.40,34.40,34.40,1
2026-07-04,10,host001,cpu_usage,56.96,56.96,56.96,1
2026-07-04,10,host001,cpu_user,20.13,20.13,20.13,1
2026-07-04,10,host001,cpu_wait,18.35,18.35,18.35,1
2026-07-04,10,host001,load1,13.69,13.69,13.69,1
2026-07-04,10,host001,load15,16.70,16.70,16.70,1
2026-07-04,10,host001,load5,15.48,15.48,15.48,1
2026-07-04,10,host001,mem_buff,37657.00,37657.00,37657.00,1
2026-07-04,10,host001,mem_cache,13446.00,13446.00,13446.00,1
2026-07-04,10,host001,mem_free,124701.00,124701.00,124701.00,1
2026-07-04,10,host001,mem_swap,124573.00,124573.00,124573.00,1
2026-07-04,10,host001,mem_used,118006.00,118006.00,118006.00,1
2026-07-04,10,host001,net_in,887.73,887.73,887.73,1
2026-07-04,10,host001,net_out,952.57,952.57,952.57,1
2026-07-04,10,host001,net_pktin,40714.00,40714.00,40714.00,1
2026-07-04,10,host001,net_pktout,72345.00,72345.00,72345.00,1
2026-07-04,10,host001,proc_block,486.00,486.00,486.00,1
2026-07-04,10,host001,proc_run,131.00,131.00,131.00,1
2026-07-04,10,host001,proc_total,139.00,139.00,139.00,1
2026-07-04,10,host002,cpu_idle,56.78,56.78,56.78,1
2026-07-04,10,host002,cpu_sys,20.28,20.28,20.28,1
2026-07-04,10,host002,cpu_usage,26.53,26.53,26.53,1
2026-07-04,10,host002,cpu_user,0.13,0.13,0.13,1
2026-07-04,10,host002,cpu_wait,42.86,42.86,42.86,1
2026-07-04,10,host002,load1,26.20,26.20,26.20,1
2026-07-04,10,host002,load15,7.82,7.82,7.82,1
2026-07-04,10,host002,load5,6.45,6.45,6.45,1
2026-07-04,10,host002,mem_buff,26424.00,26424.00,26424.00,1
2026-07-04,10,host002,mem_cache,78219.00,78219.00,78219.00,1
2026-07-04,10,host002,mem_free,111978.00,111978.00,111978.00,1
2026-07-04,10,host002,mem_swap,54506.00,54506.00,54506.00,1
2026-07-04,10,host002,mem_used,114005.00,114005.00,114005.00,1
2026-07-04,10,host002,net_in,489.17,489.17,489.17,1
2026-07-04,10,host002,net_out,34.06,34.06,34.06,1
2026-07-04,10,host002,net_pktin,34162.00,34162.00,34162.00,1
2026-07-04,10,host002,net_pktout,51261.00,51261.00,51261.00,1
2026-07-04,10,host002,proc_block,128.00,128.00,128.00,1
2026-07-04,10,host002,proc_run,200.00,200.00,200.00,1
2026-07-04,10,host002,proc_total,371.00,371.00,371.00,1
2026-07-04,10,host003,cpu_idle,73.72,73.72,73.72,1
2026-07-04,10,host003,cpu_sys,32.66,32.66,32.66,1
2026-07-04,10,host003,cpu_usage,68.23,68.23,68.23,1
2026-07-04,10,host003,cpu_user,16.32,16.32,16.32,1
2026-07-04,10,host003,cpu_wait,31.19,31.19,31.19,1
2026-07-04,10,host003,load1,4.89,4.89,4.89,1
2026-07-04,10,host003,load15,6.64,6.64,6.64,1
2026-07-04,10,host003,load5,25.11,25.11,25.11,1
2026-07-04,10,host003,mem_buff,9296.00,9296.00,9296.00,1
2026-07-04,10,host003,mem_cache,31306.00,31306.00,31306.00,1
2026-07-04,10,host003,mem_free,23540.00,23540.00,23540.00,1
2026-07-04,10,host003,mem_swap,23075.00,23075.00,23075.00,1
2026-07-04,10,host003,mem_used,81770.00,81770.00,81770.00,1
2026-07-04,10,host003,net_in,461.90,461.90,461.90,1
2026-07-04,10,host003,net_out,533.00,533.00,533.00,1
2026-07-04,10,host003,net_pktin,43276.00,43276.00,43276.00,1
2026-07-04,10,host003,net_pktout,22821.00,22821.00,22821.00,1
2026-07-04,10,host003,proc_block,294.00,294.00,294.00,1
2026-07-04,10,host003,proc_run,69.00,69.00,69.00,1
2026-07-04,10,host003,proc_total,232.00,232.00,232.00,1
2026-07-04,10,host004,cpu_idle,60.34,60.34,60.34,1
2026-07-04,10,host004,cpu_sys,49.31,49.31,49.31,1
2026-07-04,10,host004,cpu_usage,37.31,37.31,37.31,1
2026-07-04,10,host004,cpu_user,31.09,31.09,31.09,1
2026-07-04,10,host004,cpu_wait,37.04,37.04,37.04,1
2026-07-04,10,host004,load1,27.93,27.93,27.93,1
2026-07-04,10,host004,load15,18.24,18.24,18.24,1
2026-07-04,10,host004,load5,30.24,30.24,30.24,1
2026-07-04,10,host004,mem_buff,130328.00,130328.00,130328.00,1
2026-07-04,10,host004,mem_cache,34268.00,34268.00,34268.00,1
2026-07-04,10,host004,mem_free,59612.00,59612.00,59612.00,1
2026-07-04,10,host004,mem_swap,121688.00,121688.00,121688.00,1
2026-07-04,10,host004,mem_used,24219.00,24219.00,24219.00,1
2026-07-04,10,host004,net_in,502.27,502.27,502.27,1
2026-07-04,10,host004,net_out,938.82,938.82,938.82,1
2026-07-04,10,host004,net_pktin,30714.00,30714.00,30714.00,1
2026-07-04,10,host004,net_pktout,1600.00,1600.00,1600.00,1
2026-07-04,10,host004,proc_block,33.00,33.00,33.00,1
2026-07-04,10,host004,proc_run,225.00,225.00,225.00,1
2026-07-04,10,host004,proc_total,460.00,460.00,460.00,1
2026-07-04,10,host005,cpu_idle,89.81,89.81,89.81,1
2026-07-04,10,host005,cpu_sys,38.73,38.73,38.73,1
2026-07-04,10,host005,cpu_usage,68.67,68.67,68.67,1
2026-07-04,10,host005,cpu_user,49.63,49.63,49.63,1
2026-07-04,10,host005,cpu_wait,37.55,37.55,37.55,1
2026-07-04,10,host005,load1,13.24,13.24,13.24,1
2026-07-04,10,host005,load15,12.30,12.30,12.30,1
2026-07-04,10,host005,load5,10.37,10.37,10.37,1
2026-07-04,10,host005,mem_buff,126531.00,126531.00,126531.00,1
2026-07-04,10,host005,mem_cache,59917.00,59917.00,59917.00,1
2026-07-04,10,host005,mem_free,46141.00,46141.00,46141.00,1
2026-07-04,10,host005,mem_swap,48199.00,48199.00,48199.00,1
2026-07-04,10,host005,mem_used,50588.00,50588.00,50588.00,1
2026-07-04,10,host005,net_in,727.70,727.70,727.70,1
2026-07-04,10,host005,net_out,347.11,347.11,347.11,1
2026-07-04,10,host005,net_pktin,43497.00,43497.00,43497.00,1
